name,main_category,subcategory,source_url,image_url,source_vendor,external_id,local_image_path
PEACH TINT - WINE,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/peach-tint-wine,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65bbcdc34b22757c4605f002/1706806783541/Peach+cham+%281%29.png?format=1500w,Rental Reserve,peach-tint-wine,images/glassware/peach-tint-wine.png
PEACH TINT - WATER,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/peach-tint-water-1,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65bbcd754b22757c4605efb0/1706806719792/Peach+water.png?format=1500w,Rental Reserve,peach-tint-water-1,images/glassware/peach-tint-water-1.png
BLUE TINT - CHAMPAGNE,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/blue-tint-champagne,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65baa922bc5f414fb5bfe234/1706731820018/Blue+wine.png?format=1500w,Rental Reserve,blue-tint-champagne,images/glassware/blue-tint-champagne.png
BLUE TINT - WINE GLASS,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/blue-tint-wine-glass,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65b6c3200c4dc31a49dd1f2b/1706731886366/Blue+wine2.png?format=1500w,Rental Reserve,blue-tint-wine-glass,images/glassware/blue-tint-wine-glass.png
BLUE TINT - WATER GLASS,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/blue-tint-water-glass,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65baa99653c4ac3309b6583d/1706732019981/Blue+water.png?format=1500w,Rental Reserve,blue-tint-water-glass,images/glassware/blue-tint-water-glass.png
WHITE CHAMPAGNE FLUTE WITH GOLD RIM,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/white-gold-rim-champagne-flute,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65b46149a01eff62337138c1/1706320413042/WHITE+CHAMPAGNE.png?format=1500w,Rental Reserve,white-gold-rim-champagne-flute,images/glassware/white-gold-rim-champagne-flute.png
WHITE WINE GLASS WITH GOLD RIM,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/white-gold-rim-wine-glass,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65b46187c7c80f4680cb5c1e/1706320427614/WHITE+WINE.png?format=1500w,Rental Reserve,white-gold-rim-wine-glass,images/glassware/white-gold-rim-wine-glass.png
WHITE WATER GLASS WITH GOLD RIM,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/white-water-glass-with-gold-rim,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65b461a40c4dc31a49dc0a76/1706320403544/WHITE+WATER.png?format=1500w,Rental Reserve,white-water-glass-with-gold-rim,images/glassware/white-water-glass-with-gold-rim.png
SKYLINE CHAMPAGNE FLUTE,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/skyline-champagne-flute,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65b45300c7c80f4680cb52bb/1706316933835/Cylinder+Glassware+-+Flute.jpg?format=1500w,Rental Reserve,skyline-champagne-flute,images/glassware/skyline-champagne-flute.jpg
SKYLINE WATER GLASS,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/skyline-water-glass,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65b453dc0c4dc31a49dc01b7/1706316965169/Cylinder+Glassware+-+Water.jpg?format=1500w,Rental Reserve,skyline-water-glass,images/glassware/skyline-water-glass.jpg
SKYLINE WINE GLASS,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/skyline-wine-glass,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65b453f8a01eff623371302c/1706316902585/Cylinder+Glassware+-+Wine.jpg?format=1500w,Rental Reserve,skyline-wine-glass,images/glassware/skyline-wine-glass.jpg
CLEAR DIAMOND GOBLET,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/clear-diamond-goblet,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65b456090c4dc31a49dc0380/1706317453716/Clear+Goblet.jpg?format=1500w,Rental Reserve,clear-diamond-goblet,images/glassware/clear-diamond-goblet.jpg
PINK GOBLET,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/pink-goblet,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65b452a6a01eff6233712f48/1706316491141/PInk+Vintage+goblet.png?format=1500w,Rental Reserve,pink-goblet,images/glassware/pink-goblet.png
GREEN GOBLET,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/green-goblet,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65b45280dc4dd32e87341c5a/1706316450338/Green+Goblet.png?format=1500w,Rental Reserve,green-goblet,images/glassware/green-goblet.png
BLUE GOBLET,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/blue-goblet,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65b4522aa01eff6233712ee9/1706316413576/Blue+Goblet.png?format=1500w,Rental Reserve,blue-goblet,images/glassware/blue-goblet.png
TIMELESS CRYSTAL WATER,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/timeless-crystal-water,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65b452d1a01eff6233712f71/1706316539883/crystal-water+glass.jpg?format=1500w,Rental Reserve,timeless-crystal-water,images/glassware/timeless-crystal-water.jpg
ALLURE CRYSTAL WINE GLASS,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/crystal-champagne-stnhc-3sf2c-f7927-a3wp6-kekfp-tz5mm-j87rl-knbh7-ahrkd-w8w5m-8966j,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/641a079ada29cc195ee3d80b/1705332211649/glassesTALL+METAL+CENTERPIECE-02.png?format=1500w,Rental Reserve,crystal-champagne-stnhc-3sf2c-f7927-a3wp6-kekfp-tz5mm-j87rl-knbh7-ahrkd-w8w5m-8966j,images/glassware/crystal-champagne-stnhc-3sf2c-f7927-a3wp6-kekfp-tz5mm-j87rl-knbh7-ahrkd-w8w5m-8966j.png
ALLURE CRYSTAL ROCK GLASS,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/crystal-champagne-stnhc-3sf2c-f7927-a3wp6-kekfp-tz5mm-j87rl-knbh7-ahrkd-w8w5m,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/641a0788aa498a4ccd341bf1/1705332211649/glassesArtboard+19.png?format=1500w,Rental Reserve,crystal-champagne-stnhc-3sf2c-f7927-a3wp6-kekfp-tz5mm-j87rl-knbh7-ahrkd-w8w5m,images/glassware/crystal-champagne-stnhc-3sf2c-f7927-a3wp6-kekfp-tz5mm-j87rl-knbh7-ahrkd-w8w5m.png
ALLURE CRYSTAL CHAMPAGNE GLASS,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/crystal-champagne-stnhc-3sf2c-f7927-a3wp6-kekfp-tz5mm-j87rl-knbh7-ahrkd,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/641a076347581d64096fe6d1/1705332211649/glassesArtboard+18.png?format=1500w,Rental Reserve,crystal-champagne-stnhc-3sf2c-f7927-a3wp6-kekfp-tz5mm-j87rl-knbh7-ahrkd,images/glassware/crystal-champagne-stnhc-3sf2c-f7927-a3wp6-kekfp-tz5mm-j87rl-knbh7-ahrkd.png
KATE WINE,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/crystal-champagne-stnhc-3sf2c-f7927-a3wp6-kekfp-tz5mm,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/641a069bd617af07b98a8529/1705332211649/glassesTHREE.png?format=1500w,Rental Reserve,crystal-champagne-stnhc-3sf2c-f7927-a3wp6-kekfp-tz5mm,images/glassware/crystal-champagne-stnhc-3sf2c-f7927-a3wp6-kekfp-tz5mm.png
KATE WATER,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/crystal-champagne-stnhc-3sf2c-f7927-a3wp6-kekfp,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/641a067254cea7249889540a/1705332211649/glassesFARMHOUSE+ROUND.png?format=1500w,Rental Reserve,crystal-champagne-stnhc-3sf2c-f7927-a3wp6-kekfp,images/glassware/crystal-champagne-stnhc-3sf2c-f7927-a3wp6-kekfp.png
KATE CHAMPAGNE,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/crystal-champagne-stnhc-3sf2c-f7927-a3wp6,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/641a064f47581d64096f9890/1705332211649/glassesArtboard+9.png?format=1500w,Rental Reserve,crystal-champagne-stnhc-3sf2c-f7927-a3wp6,images/glassware/crystal-champagne-stnhc-3sf2c-f7927-a3wp6.png
SMOKE - WHITE WINE GLASS,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/smoke-red-wine-glass,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65b451d9a01eff6233712eac/1708451988792/SMOKE+RED.png?format=1500w,Rental Reserve,smoke-red-wine-glass,images/glassware/smoke-red-wine-glass.png
SMOKE - RED WINE GLASS,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/smoke-white-wine-glass,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65b451bfdc4dd32e87341bda/1708451932208/SMOKE+WHITE.png?format=1500w,Rental Reserve,smoke-white-wine-glass,images/glassware/smoke-white-wine-glass.png
SMOKE - CHAMPAGNE FLUTE,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/smoke-champagne-flute,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65b45117a01eff6233712e27/1706384980794/SMOKE+CHAMPAGNE.png?format=1500w,Rental Reserve,smoke-champagne-flute,images/glassware/smoke-champagne-flute.png
SMOKE - WATER GLASS,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/smoke-water-glass,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65b451a00c4dc31a49dc0035/1706384970250/Chloe-Smoke-Stemless-Water.jpg?format=1500w,Rental Reserve,smoke-water-glass,images/glassware/smoke-water-glass.jpg
SMOKE GOLD RIM GLASS COLLECTION,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/crystal-champagne-stnhc-3sf2c-f7927-a3wp6-kekfp-tz5mm-j87rl-knbh7,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/641a06d225bd9e0d8aa99e62/1705332211649/glasses5ft.png?format=1500w,Rental Reserve,crystal-champagne-stnhc-3sf2c-f7927-a3wp6-kekfp-tz5mm-j87rl-knbh7,images/glassware/crystal-champagne-stnhc-3sf2c-f7927-a3wp6-kekfp-tz5mm-j87rl-knbh7.png
PINK GOLD RIM GLASS COLLECTION,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/crystal-champagne-stnhc-3sf2c-f7927-a3wp6-kekfp-tz5mm-j87rl,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/641a06b55d63b91f4458c68d/1705332211649/glassesTWO.png?format=1500w,Rental Reserve,crystal-champagne-stnhc-3sf2c-f7927-a3wp6-kekfp-tz5mm-j87rl,images/glassware/crystal-champagne-stnhc-3sf2c-f7927-a3wp6-kekfp-tz5mm-j87rl.png
PINK - WHITE WINE GLASS,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/pink-red-wine-glass,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65b45a33c7c80f4680cb57d8/1708451972033/Chloe-Rose-White-Wine.jpg?format=1500w,Rental Reserve,pink-red-wine-glass,images/glassware/pink-red-wine-glass.jpg
PINK - RED WINE GLASS,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/blush-white-wine-glass,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65b450c80c4dc31a49dbff8d/1708451952657/Chloe-Rose-Red-Wine.jpg?format=1500w,Rental Reserve,blush-white-wine-glass,images/glassware/blush-white-wine-glass.jpg
PINK - WATER GLASS,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/blush-water-glass,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65b4506ec7c80f4680cb50e4/1706384914811/Chloe-Rose-Stemless-Water.jpg?format=1500w,Rental Reserve,blush-water-glass,images/glassware/blush-water-glass.jpg
PINK - CHAMPAGNE FLUTE,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/champagne-blush-stemware,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65b44f6ca01eff6233712cb8/1706384925366/Chloe-Rose-Flute.jpg?format=1500w,Rental Reserve,champagne-blush-stemware,images/glassware/champagne-blush-stemware.jpg
AMBER - CHAMPAGNE,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/amber-champagne,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65bbcf2cf293ca6de17217ee/1706807115783/Copper+Cham.png?format=1500w,Rental Reserve,amber-champagne,images/glassware/amber-champagne.png
AMBER - WINE,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/amber-wine,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65bbcf05ad545c7e9402baa9/1706807081520/Copper+Wine.png?format=1500w,Rental Reserve,amber-wine,images/glassware/amber-wine.png
AMBER - WATER,Uncategorized,GLASSWARE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/amber-water,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65bbcee24b22757c4605f135/1706807132033/Copper+Water.png?format=1500w,Rental Reserve,amber-water,images/glassware/amber-water.png
JEWEL - BANQUETTE CURVE,Uncategorized,LOUNGE FURNITURE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/jewel-banquette-curve,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/6806bcd57869c808d4728700/1758678735185/Curve+banquet.png?format=1500w,Rental Reserve,jewel-banquette-curve,images/lounge-furniture/jewel-banquette-curve.png
JEWEL - BANQUETTE OUTSIDE ROUND,Uncategorized,LOUNGE FURNITURE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/jewel-outside-round,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/6806bb595a30552faf832d77/1758678905455/Outer+Curve+banquet.png?format=1500w,Rental Reserve,jewel-outside-round,images/lounge-furniture/jewel-outside-round.png
JEWEL BANQUETTE,Uncategorized,LOUNGE FURNITURE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/jewel-banquette-black-velvet,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65a7f5857d08ff0b728afe58/1758678682002/Straight+banquet.png?format=1500w,Rental Reserve,jewel-banquette-black-velvet,images/lounge-furniture/jewel-banquette-black-velvet.png
OASCAR LOUNGE CHAIR,Uncategorized,LOUNGE FURNITURE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/oascar-lounge-chair,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65a7f3b32076514743b5477f/1706240125189/OSCAR+SIDE+CHAIR+%282%29.png?format=1500w,Rental Reserve,oascar-lounge-chair,images/lounge-furniture/oascar-lounge-chair.png
OSCAR LOUNGE,Uncategorized,LOUNGE FURNITURE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/banquette-tep2r-zf7h4-hcnxk-mk9fc-yya74-j4dcy-3msjl-4me3y-6p4zp-k5648-gkz85-t8trc-8t52d,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/641a03442cbbbf353da9b890/1705360832390/furnitureSCULPTURE+STAND-02.png?format=1500w,Rental Reserve,banquette-tep2r-zf7h4-hcnxk-mk9fc-yya74-j4dcy-3msjl-4me3y-6p4zp-k5648-gkz85-t8trc-8t52d,images/lounge-furniture/banquette-tep2r-zf7h4-hcnxk-mk9fc-yya74-j4dcy-3msjl-4me3y-6p4zp-k5648-gkz85-t8trc-8t52d.png
OSCAR SIDE TABLE,Uncategorized,LOUNGE FURNITURE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/oscar-side-table,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65b32951c7c80f4680ca9eea/1706240541518/Osacr+side.png?format=1500w,Rental Reserve,oscar-side-table,images/lounge-furniture/oscar-side-table.png
OSCAR LOUNGE - Coffee table,Uncategorized,LOUNGE FURNITURE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/oscar-lounge-coffee-table,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65b32926c7c80f4680ca9ed8/1706240332780/Oscar+Gold+Coffee++table.png?format=1500w,Rental Reserve,oscar-lounge-coffee-table,images/lounge-furniture/oscar-lounge-coffee-table.png
CHANEL CORNER - Black Velvet,Uncategorized,LOUNGE FURNITURE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/chanel-corner-black-velvet,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65b43793c7c80f4680cb40ee/1706309653812/Chanel+corner.png?format=1500w,Rental Reserve,chanel-corner-black-velvet,images/lounge-furniture/chanel-corner-black-velvet.png
CHANEL - Black velvet,Uncategorized,LOUNGE FURNITURE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/chanel-loveseat-black-velvet,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65b4375da01eff6233711d2d/1706309583580/Chanel+Love.png?format=1500w,Rental Reserve,chanel-loveseat-black-velvet,images/lounge-furniture/chanel-loveseat-black-velvet.png
BLACK VELVET OTTOMAN,Uncategorized,LOUNGE FURNITURE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/banquette-tep2r,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/6419f73005742d49f939311c/1706240580225/furnitureGALA.png?format=1500w,Rental Reserve,banquette-tep2r,images/lounge-furniture/banquette-tep2r.png
Hendrix 50.2'' Velvet Loveseat,Uncategorized,LOUNGE FURNITURE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/hendrix-502-velvet-loveseat,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65a7f4ed4d02774361b284f9/1705594246736/Hendrix+50.2%27%27+Velvet+Loveseat.png?format=1500w,Rental Reserve,hendrix-502-velvet-loveseat,images/lounge-furniture/hendrix-502-velvet-loveseat.png
PINK VELVET OTTOMAN,Uncategorized,LOUNGE FURNITURE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/ottoman-pink,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65a7f6382076514743b54a0d/1705594224300/Antique+Pink+velvet+Pouf.png?format=1500w,Rental Reserve,ottoman-pink,images/lounge-furniture/ottoman-pink.png
Hendrix Velvet Chair,Uncategorized,LOUNGE FURNITURE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/hendrix-velvet-chair,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/66805bafc27dd900024e96b2/1719688126764/Hendrix+Velvet+Chair.png?format=1500w,Rental Reserve,hendrix-velvet-chair,images/lounge-furniture/hendrix-velvet-chair.png
FRENCH PROVINCIAL SOFA,Uncategorized,LOUNGE FURNITURE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/banquette-tep2r-zf7h4-hcnxk-mk9fc-yya74-j4dcy,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/6419f969b6640b3496e023ed/1705360137207/lOVE+SEAT++%281%29.png?format=1500w,Rental Reserve,banquette-tep2r-zf7h4-hcnxk-mk9fc-yya74-j4dcy,images/lounge-furniture/banquette-tep2r-zf7h4-hcnxk-mk9fc-yya74-j4dcy.png
FRENCH PROVINCIAL SOFA CHAIR,Uncategorized,LOUNGE FURNITURE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/banquette-tep2r-zf7h4-hcnxk-mk9fc-yya74,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/6419f833e7e4f5615de0dbb6/1705333272105/furnitureTHREE.png?format=1500w,Rental Reserve,banquette-tep2r-zf7h4-hcnxk-mk9fc-yya74,images/lounge-furniture/banquette-tep2r-zf7h4-hcnxk-mk9fc-yya74.png
PROVINCIAL COFFEE TABLE,Uncategorized,LOUNGE FURNITURE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/provincial-coffee-table,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65bc4df3fec3957c639644de/1706839727717/PROVINCIAL+COFFEE+TABLE.png?format=1500w,Rental Reserve,provincial-coffee-table,images/lounge-furniture/provincial-coffee-table.png
PROVINCIAL PETITE SIDE TABLE,Uncategorized,LOUNGE FURNITURE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/provincial-petite-side-table,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/65bc4eb465fd7a5196498669/1706839764094/PROVINCIAL+PETITE+SIDE+TABLE.png?format=1500w,Rental Reserve,provincial-petite-side-table,images/lounge-furniture/provincial-petite-side-table.png
ORNATE GOLD TRIM LOVE SEAT,Uncategorized,LOUNGE FURNITURE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/banquette-tep2r-zf7h4-hcnxk-mk9fc-yya74-j4dcy-3msjl-4me3y-6p4zp,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/6419fc0f4ae79f0e38e15f3e/1705333303676/furnitureArtboard+23.png?format=1500w,Rental Reserve,banquette-tep2r-zf7h4-hcnxk-mk9fc-yya74-j4dcy-3msjl-4me3y-6p4zp,images/lounge-furniture/banquette-tep2r-zf7h4-hcnxk-mk9fc-yya74-j4dcy-3msjl-4me3y-6p4zp.png
BANQUETTE,Uncategorized,LOUNGE FURNITURE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/banquette,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/6419f292aeef7e51c6ab333d/1705333257788/furnitureGlass+Table-02.png?format=1500w,Rental Reserve,banquette,images/lounge-furniture/banquette.png
MODERN LOVE SEAT,Uncategorized,LOUNGE FURNITURE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/banquette-tep2r-zf7h4-hcnxk-mk9fc-yya74-j4dcy-3msjl-4me3y-6p4zp-k5648-gkz85,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/6419fc5f2d885341afc08afc/1705333112955/furnitureArtboard+9.png?format=1500w,Rental Reserve,banquette-tep2r-zf7h4-hcnxk-mk9fc-yya74-j4dcy-3msjl-4me3y-6p4zp-k5648-gkz85,images/lounge-furniture/banquette-tep2r-zf7h4-hcnxk-mk9fc-yya74-j4dcy-3msjl-4me3y-6p4zp-k5648-gkz85.png
BRIDE 7 GROOM CHAIRS,Uncategorized,LOUNGE FURNITURE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/bride-7-groom-chairs,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/663e65821d41067d19ba6feb/1715365398229/528493e6-3811-494d-8e8f-5879d6d6ec40.jpg?format=1500w,Rental Reserve,bride-7-groom-chairs,images/lounge-furniture/bride-7-groom-chairs.jpg
VICTORIAN SOFA,Uncategorized,LOUNGE FURNITURE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/banquette-tep2r-zf7h4-hcnxk-mk9fc-yya74-j4dcy-3msjl-4me3y-6p4zp-k5648-gkz85-t8trc-8t52d-ttenp-s8s3d-cwbjz-dfj8h-nkars-79a9g-hgj6j-65ddr-d89gm,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/641a049daa498a4ccd3357c6/1705333084884/furnitureArtboard+20.png?format=1500w,Rental Reserve,,images/lounge-furniture/VICTORIAN_SOFA.png
WHITE LOVESEAT,Uncategorized,LOUNGE FURNITURE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/banquette-tep2r-zf7h4-hcnxk-mk9fc-yya74-j4dcy-3msjl-4me3y-6p4zp-k5648-gkz85-t8trc-8t52d-ttenp-s8s3d-cwbjz-dfj8h-nkars-79a9g-hgj6j-65ddr-d89gm-fd58p,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/641a04b3d617af07b98a1a4a/1705333000547/furnitureArtboard+21.png?format=1500w,Rental Reserve,,images/lounge-furniture/WHITE_LOVESEAT.png
TEAK WOOD COFFEE TABLE,Uncategorized,LOUNGE FURNITURE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/teak-wood-coffee-table,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/67056677a4c24b619b5ddc97/1728407211615/Claverton%2BSolid%2BWood%2BCoffee+Table.png?format=1500w,Rental Reserve,teak-wood-coffee-table,images/lounge-furniture/teak-wood-coffee-table.png
FAUX WOOD STUMP,Uncategorized,LOUNGE FURNITURE,https://www.rentalreserve.ca/rental-collection-3iZ1R/p/faux-wood-stump,http://static1.squarespace.com/static/63caf8ee90c60b6d050ba7f6/640796cdf3881059832c1655/670567d060a1807725a22b0c/1728408029564/FAUX+WOOD+STUMP.png?format=1500w,Rental Reserve,faux-wood-stump,images/lounge-furniture/faux-wood-stump.png
